"Process Type","Process Name","Process ID","Output Resource","Pathways the process is used in.","SCC",9991,9992,9993,9994,9995,9996,888,"NOTES","NOTES"
"StationaryProcess","Vegetable Oil to Renewable Gasoline",137,"Pyrolysis Fuel (Gasoline and Diesel)","Pyrolysis Gasoline from Soybeans","10100101;10100101;10100101;10100102;10100201;10100201;10100201;10100202;10100202;10100203;10100203;10100204;10100204;10100205;10100205;10100212;10100212;10100215;10100217;10100217;10100218;10100218;10100221;10100221;10100222;10100222;10100223;10100223;10100224;10100224;10100225;10100225;10100226;10100226;10100237;10100238;10100301;10100302;10100302;10100303;10100303;10100306;10100317;10100318;10100401;10100401;10100401;10100404;10100404;10100405;10100406;10100501;10100501;10100501;10100501;10100504;10100504;10100504;10100505;10100601;10100601;10100601;10100601;10100602;10100602;10100602;10100604;10100604;10100604;10100701;10100701;10100702;10100702;10100702;10100703;10100712;10100712;10100801;10100801;10100801;10100901;10100901;10100902;10100902;10100903;10100903;10100908;10100908;10100910;10100910;10100911;10100911;10100912;10100912;10101001;10101002;10101002;10101101;10101101;10101201;10101201;10101201;10101202;10101202;10101204;10101204;10101206;10101206;10101207;10101207;10101208;10101301;10101301;10101302;10101302;10101302;10101302;10101501;10101502;10101601;10102101;10102101;10102101",99910200,,,,,,,,
"StationaryProcess","Renewable Diesel I Storage",138,"Renewable Diesel I","Renewable Diesel I from Soybeans","30206013;30206015;30206021;30206025",,,,,,,,,
"StationaryProcess","Forest Residue (Steam Turbine) Power Plant",139,"Electricity","Non Distributed - Biomass Power Generation","10100901;10100902;10100903;10100908;10100910;10100911;10100912",,,,,,,,"I'm taking forest residue biomass to be the same as wood/bark waste",
"StationaryProcess","Renewable Gasoline Storage",140,"Pyrolysis Fuel (Gasoline and Diesel)","Pyrolysis Gasoline from Soybeans","30206013;30206015;30206021;30206025",99910200,,,,,,,,
"StationaryProcess","Renewable Diesel II Storage",141,"Renewable Diesel II","Renewable Diesel II from Soybeans,Renewable Diesel II from Algae Lumped Model ","30206013;30206015;30206021;30206025",,,,,,,,,
"StationaryProcess","G.H2 Liquefaction from US Mix For Central Plants",143,"Liquid Hydrogen","Liquid Hydrogen from Coke Oven Gas Central Plants","30107101;30107102;30107103",,99920800,,,,,,,
"StationaryProcess","G.H2 Liquefaction",144,"Liquid Hydrogen","Liquid Hydrogen from North American Natural Gas","30107101;30107102;30107103",,99920800,,,,,,,
"StationaryProcess","G.H2 Liquefaction from Coal IGCC",145,"Liquid Hydrogen","Liquid Hydrogen from Coal","30107101;30107102;30107103",,99920800,,,,,,"This explains IGCC: https://www.duke-energy.com/about-us/how-igcc-works.asp It is BOTH an ""internal combustion engine"" and an ""external combustion boiler"", because the syngas drives an (internal) combustion turbine, and the steam drives an (external) steam turbine generator. BUT the only codes listed for electricity generation from woody biomass seem to be external, so I'm not going to worry too much about this.",
"StationaryProcess","G.H2 Liquefaction from Central Plants",146,"Liquid Hydrogen","Liquid Hydrogen (Thermo-Chemical Cracking of Water) from Nuclear,Liquid Hydrogen from Electrolysis (HTGR)","30107101;30107102;30107103",,99920800,,,,,,,
"StationaryProcess","G.H2 Liquefaction from Solar Energy for Central Plants",147,"Liquid Hydrogen","Liquid Hydrogen from Solar Power","30107101;30107102;30107103",,99920800,,,,,,,
"StationaryProcess","Nuclear-HTGR Power Plant",148,"Electricity","Other Purpose - Nuclear-HTGR Power Plant,Non Distributed - Nuclear Power Generation",,,,,,,99960200,,,
"StationaryProcess","Conversion from 3.5% enriched UO2 to U235",149,"U235","U235 from U02 3.5% enriched UO2 ","65145001;65145020",,,,,,,,"Assume it takes place where uranium hexafluoride is produced",
"StationaryProcess","Conversion from 10% enriched UO2 to U235",150,"U235","Compressed Gaseous Hydrogen via Pipeline from Nuclear,Compressed Gaseous Hydrogen via Tube Trailer from Nuclear,U235 from 10% enriched UO2,Gaseous Hydrogen from Nuclear for Process Fuels","65145001;65145020",,,,,,,,"Assume it takes place where uranium hexafluoride is produced",
"StationaryProcess","Compressed Natural Gas Compression with Credit from FG",154,"Compressed Natural Gas","Compressed Natural Gas from Flared Gas","31000301;31000302;31000303;31000304;31000305;31000306;31000307;31000308;31000309;31000310;31000311;31000321;31000322;31000323;31000324;31000325",,,,,,,,,
"StationaryProcess","LNG to NG via liquid evaporation in heat exchangers",156,"Natural Gas","Compressed Natural Gas from Non-North American Liquified Natural Gas","31000201;31000202;31000203;31000204;31000205;31000206;31000207;31000208;31000209;31000211;31000215;31000216;31000220;31000222;31000223;31000224;31000225;31000226;31000227;31000228;31000229;31000230;31000231;31000299",,,,,,,,,
"StationaryProcess","Ammonia to N conversion",157,"Nitrogen","Nitrogen from Ammonia,Brazil Nitrogen from Ammonia",,,,99930100,,,,,,
"StationaryProcess","Urea to N conversion",158,"Nitrogen","Nitrogen from Urea ,Brazil Nitrogen from Urea ",,,,99930100,,,,,,
"StationaryProcess","Ammonia Nitrate to N conversion",159,"Nitrogen","Nitrogen from Ammonium Nitrate,Brazil Nitrogen from Ammonium Nitrate",,,,99930100,,99950000,,,,
"StationaryProcess","Integrated Pyrolysis with Corn Stover with Displacement",161,"Liquid Fuel","Renewable Diesel II from Corn Stover","10100101;10100102;10100201;10100202;10100203;10100204;10100205;10100212;10100215;10100217;10100218;10100221;10100222;10100223;10100224;10100225;10100226;10100237;10100238;10100301;10100302;10100303;10100306;10100317;10100318;10100401;10100404;10100405;10100406;10100501;10100504;10100505;10100601;10100602;10100604;10100701;10100702;10100703;10100712;10100801;10100901;10100902;10100903;10100908;10100910;10100911;10100912;10101001;10101002;10101101;10101201;10101202;10101204;10101206;10101207;10101208;10101301;10101302;10101501;10101502;10101601;10102101",99910200,,,,,,,,
"StationaryProcess","Upgrading to Renewable Diesel II after pyrolysis",162,"Renewable Diesel II","Renewable Diesel II from Corn Stover","30206013;30206015;30206021;30206025",,,,,,,,,
"StationaryProcess","Shale Gas Recovery",166,"Natural Gas","NNA NG from Shale and Regular Recovery,NA NG from Shale and Regular Recovery","31000201;31000202;31000203;31000204;31000205;31000206;31000207;31000208;31000209;31000211;31000215;31000216;31000220;31000222;31000223;31000224;31000225;31000226;31000227;31000228;31000229;31000230;31000231;31000299",,99920500,,,,,,,
"StationaryProcess","MeOH Production from LFG",167,"Methanol","Landfill Gas to Methanol",30125001,,,,,,,,,
"StationaryProcess","Switchgrass Gasification and Synthesis for G. H2",169,"Gaseous Hydrogen",,"30107101;30107102",,,,,,,,,
"StationaryProcess","Palm FFB Farming",170,"Palm FFB","Palm FFB for Biodiesel Plant",2801000000,,,,99942140,,,,,
"StationaryProcess","Canola production",172,"Canola","Canola for Biodiesel Plant",2801000000,,,,99942020,,,,,
"StationaryProcess","Jatropha Farming",174,"Jatropha","Jatropha Farming for Biodiesel Plant",2801000000,,,,99942050,,,,,
"StationaryProcess","Camelina Farming",176,"Camelina","Camelina Farming for Biodiesel Plant",2801000000,,,,99942010,,,,,
"StationaryProcess","Biodiesel Storage",180,"Biodiesel ","Biodiesel Production from Soybeans","40704401;40704402;40704403;40704404;40704405;40704406;40704407;40704408;40704411;40704412;40704413;40704414;40704415;40704416;40704417;40704418;40704419;40704420;40704421;40704422;40704423;40704424;40704425;40704426;40704497;40704498",,,,,,,,"Esters? Floating or fixed storage tanks?",
"StationaryProcess","Landfill",181,"Renewable Natural Gas","Dimethyl Ether from Landfill Gas,Fischer-Tropsch Diesel from Landfill Gas-with electricity,Liquefied Petroleum Gas from LFG,Landfill Gas to LNG,Fischer-Tropsch Jet Fuel from Landfill Gas,Fischer-Tropsch Diesel from Landfill Gas-no co-product,Fischer-Tropsch Diesel from Landfill Gas-with steam","50100420;39900801",,,,,,,,,
"StationaryProcess","Conventional Crude Recovery",200,"Crude Oil","Crude Oil for Use in CA Refineries,Conventional Crude Recovery,Conventional Crude Oil",31000101,,,,,,,,"Crude oil production -- don't know about recovery",
"StationaryProcess","Crude Oil Storage",201,"Crude Oil","Crude Oil for Use in CA Refineries,Conventional Crude Oil,Crude Oil Average for Use in U.S. Refineries",40301010,,,,,,,,,
"StationaryProcess","Bitumen Extraction By Surface Mining",202,"Bituminous Oil","Crude from Oil Sands by Surface Mining","30505001;30505005;30505010;30505020;30505023",,99920400,,,99950300,,,"(The primary code is for asphalt processing, which is obviously wrong. I don't think there's any oil sands nor upgraders in the US (except maybe Utah recently). Alberta is in the modelling domain, so use the CA_950_NOFILL.txt surrogate from http://www3.epa.gov/airtransport/pdfs/2005_emissions_tsd_07jul2010.pdf",
"StationaryProcess","Upgrading of Bitumen from Surface Mining",203,"Crude Oil",,"30505001;30505005;30505010;30505020;30505023",,99920400,,,99950300,,,"(The primary code is for asphalt processing, which is obviously wrong. I don't think there's any oil sands nor upgraders in the US (except maybe Utah recently). Alberta is in the modelling domain, so use the CA_950_NOFILL.txt surrogate from http://www3.epa.gov/airtransport/pdfs/2005_emissions_tsd_07jul2010.pdf",
"StationaryProcess","Oil Sands Storage",205,"Crude Oil","Crude from Oil Sands by Surface Mining","30505001;30505005;30505010;30505020;30505023",,99920400,,,99950300,,,"(The primary code is for asphalt processing, which is obviously wrong. I don't think there's any oil sands nor upgraders in the US (except maybe Utah recently). Alberta is in the modelling domain, so use the CA_950_NOFILL.txt surrogate from http://www3.epa.gov/airtransport/pdfs/2005_emissions_tsd_07jul2010.pdf",
"StationaryProcess","Bitumen Extraction By In-situ Recovery",206,"Bituminous Oil","Crude from Oil Sands by In Situ Production","30505001;30505005;30505010;30505020;30505023",,99920400,,,99950300,,,"(The primary code is for asphalt processing, which is obviously wrong. I don't think there's any oil sands nor upgraders in the US (except maybe Utah recently). Alberta is in the modelling domain, so use the CA_950_NOFILL.txt surrogate from http://www3.epa.gov/airtransport/pdfs/2005_emissions_tsd_07jul2010.pdf",
"StationaryProcess","Upgrading of Bitumen from In-situ Production",207,"Crude Oil","Crude from Oil Sands by In Situ Production","30505001;30505005;30505010;30505020;30505023",,99920400,,,99950300,,,"(The primary code is for asphalt processing, which is obviously wrong. I don't think there's any oil sands nor upgraders in the US (except maybe Utah recently). Alberta is in the modelling domain, so use the CA_950_NOFILL.txt surrogate from http://www3.epa.gov/airtransport/pdfs/2005_emissions_tsd_07jul2010.pdf",
"StationaryProcess","In-Situ Production Storage",209,"Crude Oil","Crude from Oil Sands by In Situ Production","30505001;30505005;30505010;30505020;30505023",,99920400,,,99950300,,,"(The primary code is for asphalt processing, which is obviously wrong. I don't think there's any oil sands nor upgraders in the US (except maybe Utah recently). Alberta is in the modelling domain, so use the CA_950_NOFILL.txt surrogate from http://www3.epa.gov/airtransport/pdfs/2005_emissions_tsd_07jul2010.pdf",
"StationaryProcess","Gasoline Refining from Crude Oil",210,"Gasoline Blendstock","Gasoline Blendstock from Crude Oil for Use in US Refineries","40301001;40301002;40301003;40301004;40301005;40301006;40301007;40301008;40301009;40301010;40301011;40301012;40301013;40301014;40301015;40301016;40301017;40301018;40301019;40301020;40301021;40301022;40301023;40301024;40301025;40301026;40301027;40301028;40301029;40301065;40301067;40301068;40301069;40301075;40301076;40301077;40301078;40301079;40301097;40301098;40301099",,,,,,,,,
"StationaryProcess","RFG Storage",214,"E10",,30602201,,,,,,,,"Not really sure what a gasoline blending unit is. Is it somewhere where EX blends are made? At any rate, this process has no emissions.",
"StationaryProcess","LPG Storage from LFG",217,"Liquefied Petroleum Gas","Liquefied Petroleum Gas from LFG",39092051,,,,,,,,,
"StationaryProcess","Resi. Oil Storage",219,"Residual Oil","Residual Oil (Petroleum) from Crude Oil,Residual Oil (Petroleum) from Crude Oil in Chile","39091009;39091010",,,,,,,,,
"StationaryProcess","Conventional Diesel Refining-with pre-defined Crude oil mixes",220,"Conventional Diesel","Conventional Diesel from Crude Oil for US Refineries,Conventional Diesel from Crude Oil for Use in CA Refineries,Conventional Diesel from Crude Oil,Conventional Diesel from Oil Sands Products (Surface Mining),Conventional Diesel from Oil Sands Products (SITU Production),Conventional Diesel Chile Refineries","40400121;40400122;40400316;40400326;40400336",,,,,,,,,
"StationaryProcess","Conv. Diesel Storage",221,"Conventional Diesel","Conventional Diesel from Crude Oil for US Refineries,Conventional Diesel from Crude Oil for Use in CA Refineries,Conventional Diesel from Crude Oil,Conventional Diesel from Oil Sands Products (Surface Mining),Conventional Diesel from Oil Sands Products (SITU Production),Conventional Diesel Chile Refineries","40400121;40400122;40400316;40400326;40400336",,,,,,,,,
"StationaryProcess","LS Diesel Storage",223,"Low-Sulfur Diesel","Low-Sulfur Diesel from Crude Oil,Low-Sulfur Diesel Production California",30600201,,,,,,,,,
"StationaryProcess","Crude Naphtha Storage",225,"Crude Naphtha","Crude Naphtha from Crude Oil,Crude Naphtha to Oil Sands",40301010,,,,,,,,,
"StationaryProcess","Pet Coke Production from Oil Sand",226,"Pet Coke","Pet Coke from Bituminous Oil Surface Mining,Pet Coke from Bituminous Oil in Situ","30505001;30505005;30505010;30505020;30505023",,99920400,,,99950300,,,"(The primary code is for asphalt processing, which is obviously wrong. I don't think there's any oil sands nor upgraders in the US (except maybe Utah recently). Alberta is in the modelling domain, so use the CA_950_NOFILL.txt surrogate from http://www3.epa.gov/airtransport/pdfs/2005_emissions_tsd_07jul2010.pdf",
"StationaryProcess","Pet Coke Storage",227,"Pet Coke","Pet Coke from Bituminous Oil Surface Mining,Pet Coke from Bituminous Oil in Situ,Pet Coke from Crude for Use in U.S. Refineries","30505001;30505005;30505010;30505020;30505023",,99920400,,,99950300,,,"(The primary code is for asphalt processing, which is obviously wrong. I don't think there's any oil sands nor upgraders in the US (except maybe Utah recently). Alberta is in the modelling domain, so use the CA_950_NOFILL.txt surrogate from http://www3.epa.gov/airtransport/pdfs/2005_emissions_tsd_07jul2010.pdf",
"StationaryProcess","G.H2  Electric Compression",301,"Gaseous Hydrogen","Compressed Gaseous Hydrogen via Pipeline from Natural Gas (H2A Model w/o CO2 sequestration),Compressed Gaseous Hydrogen via Pipeline from Solar Energy,Compressed Gaseous Hydrogen via Pipeline from Nuclear,Compressed Gaseous Hydrogen via Pipeline from Electrolysis (HTGR),Compressed Gaseous Hydrogen via Pipeline from Natural Gas (User Defined),Compressed Gaseous Hydrogen via pipeline from Coal (H2A Model),Compressed Gaseous Hydrogen via Pipeline from Coke Oven Gas,Compressed Gaseous Hydrogen via pipeline from Biomass (H2A Model),Compressed Gaseous Hydrogen from Natural Gas,Compressed Gaseous Hydrogen from Methanol,Compressed Gaseous Hydrogen from Ethanol,Compressed Gaseous Hydrogen from Electricity,Compressed Gaseous Hydrogen via Pipeline from Pet Coke,Compressed Gaseous Hydrogen via Pipeline from Natural Gas (H2A Model w/ CO2 sequestration)","30107101;30107102",,,,,,,,,
